FlightDate,Reporting_Airline,FlightNum,TailNum,Origin,Dest,CRSDepHour,CRSDepMinute,CRSElapsedTime,Distance,DayOfWeek,Month,Season,DepDelayMinutes,ArrDelayMinutes,IsDelayed15,Cancelled,DelayCause
2023-09-15,B6,2900,N631H,LAS,DEN,15,0,276,2104,4,9,Fall,-3.0,-9.0,0.0,0,
2023-03-17,NK,4918,N925F,JFK,LAS,17,0,170,1237,4,3,Spring,15.0,16.0,1.0,0,NAS
2023-07-25,F9,4993,N844B,DEN,DFW,15,15,232,1724,1,7,Summer,72.0,75.0,1.0,0,Carrier
2023-03-27,AA,986,N633B,CLT,MCO,15,45,321,2359,0,3,Spring,-2.0,-15.0,0.0,0,
2023-11-08,NK,5318,N448A,SEA,ATL,17,0,169,1298,2,11,Fall,44.0,44.0,1.0,0,NAS
2023-07-31,AS,4436,N914F,PHX,EWR,14,30,324,2498,0,7,Summer,-13.0,-31.0,0.0,0,
2023-07-08,F9,1099,N458F,ORD,MCO,15,30,326,2302,5,7,Summer,7.0,-5.0,0.0,0,
2023-09-20,B6,4232,N112B,SEA,SFO,18,30,91,684,2,9,Fall,1.0,-11.0,0.0,0,
2023-12-07,NK,2369,N275F,ATL,MIA,17,30,273,2052,3,12,Winter,-6.0,-22.0,0.0,0,
2023-10-17,DL,828,N305C,SFO,ORD,21,0,319,2390,1,10,Fall,46.0,61.0,1.0,0,LateAircraft
2023-11-12,UA,1954,N904H,CLT,PHX,20,15,55,394,6,11,Fall,-8.0,-31.0,0.0,0,
2023-01-22,B6,5429,N626E,LAS,SEA,13,30,377,2741,6,1,Winter,-4.0,-5.0,0.0,0,
2023-01-13,B6,1577,N762A,LAS,SEA,17,15,163,1183,4,1,Winter,53.0,45.0,1.0,0,LateAircraft
2023-08-25,B6,1530,N604D,MIA,SEA,11,0,343,2640,4,8,Summer,49.0,39.0,1.0,0,Weather
2023-07-17,F9,4427,N717C,JFK,SEA,15,30,223,1636,0,7,Summer,-4.0,-2.0,0.0,0,
2023-05-07,DL,5416,N428B,MIA,SFO,12,30,345,2567,6,5,Spring,24.0,16.0,1.0,0,Carrier
2023-02-13,F9,1339,N121G,MIA,PHX,16,0,321,2489,0,2,Winter,77.0,87.0,1.0,0,Weather
2023-10-08,NK,2048,N845B,SEA,CLT,17,0,280,2108,6,10,Fall,-4.0,-22.0,0.0,0,
2023-12-18,DL,1631,N468C,EWR,MIA,18,0,59,346,0,12,Winter,55.0,56.0,1.0,0,Carrier
2023-02-24,NK,2037,N206F,MCO,PHX,20,30,166,1215,4,2,Winter,45.0,46.0,1.0,0,LateAircraft
2023-01-29,DL,3910,N141F,SEA,EWR,14,15,367,2745,6,1,Winter,1.0,0.0,0.0,0,
2023-08-28,AS,1235,N992H,ORD,DFW,17,45,242,1834,0,8,Summer,1.0,5.0,0.0,0,
2023-10-18,AS,1955,N867H,PHX,LAX,19,15,313,2285,2,10,Fall,-6.0,-23.0,0.0,0,
2023-11-28,B6,4562,N205D,DFW,SEA,18,15,363,2781,1,11,Fall,-3.0,-5.0,0.0,0,
2023-03-21,WN,1659,N244E,SEA,MCO,19,45,288,2133,1,3,Spring,-9.0,-18.0,0.0,0,
2023-11-25,UA,2447,N151D,EWR,LAX,16,0,180,1329,5,11,Fall,2.0,-6.0,0.0,0,
2023-07-24,AS,5431,N320B,ATL,MCO,16,45,152,1121,0,7,Summer,28.0,25.0,1.0,0,Carrier
2023-03-17,UA,1929,N553H,DEN,MIA,18,45,111,814,4,3,Spring,60.0,55.0,1.0,0,LateAircraft
2023-12-12,AS,4108,N430A,EWR,SFO,17,15,240,1763,1,12,Winter,3.0,0.0,0.0,0,
2023-11-20,DL,3631,N123F,DFW,LAS,16,15,65,499,0,11,Fall,95.0,90.0,1.0,0,NAS
2023-11-01,AA,3496,N315H,LAS,MIA,18,0,181,1301,2,11,Fall,107.0,100.0,1.0,0,Carrier
2023-07-21,AA,2594,N468B,LAS,LAX,19,30,271,2016,4,7,Summer,-3.0,-11.0,0.0,0,
2023-02-13,B6,560,N223H,ATL,DEN,17,15,45,449,0,2,Winter,42.0,48.0,1.0,0,Carrier
2023-02-07,B6,1934,N964C,DEN,EWR,17,45,112,876,1,2,Winter,-5.0,-7.0,0.0,0,
2023-04-22,UA,1223,N506F,SEA,JFK,17,30,264,1973,5,4,Spring,-3.0,1.0,0.0,0,
2023-09-25,AS,4921,N735A,DEN,SEA,18,45,92,718,0,9,Fall,96.0,82.0,1.0,0,Weather
2023-11-12,UA,4647,N427A,ATL,SEA,13,0,113,838,6,11,Fall,-9.0,-15.0,0.0,0,
2023-08-02,AS,3265,N100A,PHX,BOS,15,0,38,342,2,8,Summer,-8.0,10.0,0.0,0,
2023-07-11,NK,2438,N864G,JFK,LAX,16,15,32,280,1,7,Summer,83.0,89.0,1.0,0,NAS
2023-12-16,UA,5017,N717D,DEN,JFK,14,45,351,2562,5,12,Winter,69.0,72.0,1.0,0,Security
2023-01-15,AA,2858,N493F,BOS,MCO,17,45,56,416,6,1,Winter,66.0,60.0,1.0,0,Weather
2023-10-19,B6,124,N733D,SEA,LAS,11,45,380,2794,3,10,Fall,-3.0,-4.0,0.0,0,
2023-03-10,UA,4512,N360D,ORD,DFW,20,30,195,1463,4,3,Spring,,,,1,
2023-08-29,AA,1562,N348D,EWR,ATL,13,15,285,2108,1,8,Summer,-5.0,-13.0,0.0,0,
2023-03-31,F9,3298,N231F,MIA,ATL,19,30,134,971,4,3,Spring,0.0,6.0,0.0,0,
2023-06-20,NK,1845,N115D,BOS,ATL,20,15,28,200,1,6,Summer,103.0,104.0,1.0,0,NAS
2023-10-02,UA,4532,N313E,CLT,LAS,12,15,95,662,0,10,Fall,-6.0,-7.0,0.0,0,
2023-03-19,UA,1480,N618A,DEN,PHX,23,45,297,2190,6,3,Spring,-1.0,10.0,0.0,0,
2023-12-13,UA,1850,N469D,MCO,ORD,15,30,314,2389,2,12,Winter,1.0,-9.0,0.0,0,
2023-04-30,UA,4740,N827E,LAX,DFW,18,45,365,2733,6,4,Spring,-6.0,-2.0,0.0,0,
2023-06-15,WN,5808,N569C,LAX,DFW,16,45,136,980,3,6,Summer,58.0,45.0,1.0,0,LateAircraft
2023-10-09,UA,4158,N785B,DFW,EWR,20,15,100,729,0,10,Fall,-1.0,-5.0,0.0,0,
2023-04-16,UA,3480,N869F,EWR,ORD,16,0,371,2787,6,4,Spring,-3.0,4.0,0.0,0,
2023-08-03,F9,3962,N851F,LAX,SEA,16,45,92,620,3,8,Summer,69.0,82.0,1.0,0,NAS
2023-12-28,UA,5876,N548E,EWR,MIA,19,30,313,2334,3,12,Winter,67.0,64.0,1.0,0,LateAircraft
2023-11-13,WN,1395,N438A,LAS,EWR,17,45,203,1561,0,11,Fall,-8.0,-9.0,0.0,0,
2023-11-18,NK,3304,N677A,ATL,LAS,17,30,224,1628,5,11,Fall,-3.0,4.0,0.0,0,
2023-07-24,NK,2638,N787A,BOS,DEN,15,0,194,1435,0,7,Summer,9.0,-6.0,0.0,0,
2023-05-20,WN,2635,N709G,PHX,DFW,17,15,361,2595,5,5,Spring,41.0,41.0,1.0,0,Weather
2023-08-17,NK,3714,N569B,CLT,EWR,16,15,266,1993,3,8,Summer,5.0,1.0,0.0,0,
2023-12-26,NK,2051,N612E,EWR,LAX,15,30,285,2269,1,12,Winter,5.0,1.0,0.0,0,
2023-10-19,NK,521,N215G,ATL,EWR,14,0,93,676,3,10,Fall,9.0,0.0,0.0,0,
2023-11-20,WN,246,N263C,SFO,DFW,17,0,271,1978,0,11,Fall,68.0,62.0,1.0,0,NAS
2023-10-24,AS,4089,N309B,JFK,MIA,16,30,249,1794,1,10,Fall,-4.0,-10.0,0.0,0,
2023-06-05,NK,1010,N425C,DFW,EWR,19,15,364,2759,0,6,Summer,4.0,15.0,1.0,0,NAS
2023-07-22,DL,3854,N733F,PHX,SEA,15,15,263,1929,5,7,Summer,-11.0,-11.0,0.0,0,
2023-08-23,AA,639,N580G,SFO,PHX,19,0,281,2109,2,8,Summer,-6.0,-6.0,0.0,0,
2023-08-18,B6,1337,N646C,ATL,PHX,18,0,162,1193,4,8,Summer,5.0,4.0,0.0,0,
2023-10-12,B6,4419,N130B,LAS,JFK,20,15,54,398,3,10,Fall,-4.0,-15.0,0.0,0,
2023-01-15,F9,2984,N315C,BOS,EWR,16,45,311,2298,6,1,Winter,43.0,36.0,1.0,0,Weather
2023-12-07,AS,3906,N723F,LAS,MIA,14,0,181,1353,3,12,Winter,41.0,37.0,1.0,0,Weather
2023-05-22,NK,2017,N305F,LAS,DEN,18,0,171,1326,0,5,Spring,1.0,-4.0,0.0,0,
2023-05-24,WN,4772,N510E,PHX,DEN,18,30,316,2260,2,5,Spring,51.0,44.0,1.0,0,NAS
2023-10-11,UA,3165,N720G,DEN,DFW,15,30,110,822,2,10,Fall,2.0,6.0,0.0,0,
2023-07-25,WN,3566,N620D,MCO,PHX,16,45,352,2643,1,7,Summer,-6.0,-0.0,0.0,0,
2023-02-05,UA,2415,N277B,SEA,ORD,23,15,312,2330,6,2,Winter,79.0,84.0,1.0,0,LateAircraft
2023-06-24,NK,2088,N165G,EWR,BOS,14,30,60,440,5,6,Summer,-4.0,5.0,0.0,0,
2023-07-01,F9,3226,N928F,SFO,MCO,19,0,197,1506,5,7,Summer,51.0,37.0,1.0,0,Weather
2023-08-08,WN,643,N506A,SFO,ATL,17,45,116,844,1,8,Summer,-10.0,-29.0,0.0,0,
2023-09-27,AS,4332,N550G,PHX,EWR,15,30,56,429,2,9,Fall,-15.0,-22.0,0.0,0,
2023-03-24,F9,3012,N270B,ORD,CLT,15,45,109,912,4,3,Spring,18.0,9.0,0.0,0,
2023-02-26,F9,2335,N685A,BOS,ATL,18,0,306,2282,6,2,Winter,40.0,31.0,1.0,0,NAS
2023-03-18,NK,577,N804E,LAX,EWR,14,45,247,1791,5,3,Spring,-2.0,-8.0,0.0,0,
2023-06-28,F9,4128,N310C,DFW,JFK,16,30,220,1669,2,6,Summer,30.0,39.0,1.0,0,Security
2023-12-23,UA,5636,N869G,SEA,ORD,16,0,307,2297,5,12,Winter,71.0,67.0,1.0,0,Weather
2023-10-22,NK,1631,N505H,MIA,SEA,16,30,58,379,6,10,Fall,-2.0,-8.0,0.0,0,
2023-11-04,WN,4263,N339C,PHX,DFW,15,30,178,1358,5,11,Fall,-6.0,-2.0,0.0,0,
2023-11-15,AS,1709,N682C,PHX,DEN,16,30,52,330,2,11,Fall,0.0,1.0,0.0,0,
2023-11-13,AS,1350,N731A,ATL,DFW,15,15,185,1486,0,11,Fall,,,,1,
2023-11-19,B6,2486,N290E,BOS,CLT,15,45,228,1673,6,11,Fall,-1.0,0.0,0.0,0,
2023-11-23,AA,3850,N439A,EWR,BOS,15,45,209,1491,3,11,Fall,-3.0,-5.0,0.0,0,
2023-01-28,UA,158,N830B,LAX,CLT,16,45,347,2720,5,1,Winter,40.0,35.0,1.0,0,Carrier
2023-01-14,AS,353,N275F,EWR,SFO,17,45,205,1508,5,1,Winter,-0.0,5.0,0.0,0,
2023-09-03,AA,5583,N411H,MCO,CLT,16,45,202,1508,6,9,Fall,-5.0,-19.0,0.0,0,
2023-06-14,WN,4830,N479F,SEA,LAS,19,45,54,378,2,6,Summer,102.0,88.0,1.0,0,LateAircraft
2023-04-22,AS,958,N969B,SEA,MIA,16,0,44,400,5,4,Spring,3.0,3.0,0.0,0,
2023-06-29,F9,2720,N255E,DEN,PHX,15,45,277,2031,3,6,Summer,-1.0,-2.0,0.0,0,
2023-01-22,F9,221,N595B,ORD,MCO,17,0,319,2499,6,1,Winter,43.0,41.0,1.0,0,Weather
2023-08-11,DL,3667,N237G,ATL,SFO,16,30,217,1662,4,8,Summer,127.0,124.0,1.0,0,Weather
2023-09-14,AA,3610,N349H,JFK,MIA,16,45,43,313,3,9,Fall,0.0,-1.0,0.0,0,
2023-08-27,B6,1714,N745A,ORD,PHX,16,30,23,388,6,8,Summer,-4.0,-23.0,0.0,0,
2023-07-23,AS,1952,N712F,DEN,BOS,15,0,84,602,6,7,Summer,34.0,38.0,1.0,0,LateAircraft
2023-08-10,NK,726,N713C,SFO,DFW,18,30,195,1361,3,8,Summer,40.0,44.0,1.0,0,LateAircraft
2023-02-23,F9,3142,N963F,LAS,ATL,18,15,245,1801,3,2,Winter,46.0,41.0,1.0,0,NAS
2023-06-23,B6,4599,N547D,PHX,JFK,15,45,266,1937,4,6,Summer,-3.0,-19.0,0.0,0,
2023-04-22,UA,1217,N667B,DEN,MCO,16,15,54,419,5,4,Spring,8.0,15.0,1.0,0,LateAircraft
2023-03-26,DL,4711,N925C,CLT,ORD,19,0,307,2254,6,3,Spring,5.0,2.0,0.0,0,
2023-09-05,F9,4617,N667H,PHX,LAX,16,15,133,913,1,9,Fall,3.0,12.0,0.0,0,
2023-03-09,F9,2690,N271E,SFO,MIA,14,30,314,2426,3,3,Spring,73.0,77.0,1.0,0,NAS
2023-05-07,NK,4357,N280H,EWR,DEN,15,30,332,2394,6,5,Spring,124.0,120.0,1.0,0,NAS
2023-07-13,AS,3722,N986B,LAS,PHX,17,30,272,1971,3,7,Summer,-8.0,-15.0,0.0,0,
2023-05-15,B6,3786,N243A,MIA,EWR,16,45,270,2009,0,5,Spring,1.0,8.0,0.0,0,
2023-04-11,UA,5871,N175H,SFO,DFW,15,15,51,472,1,4,Spring,-2.0,-6.0,0.0,0,
2023-03-12,NK,4602,N175E,DEN,EWR,15,0,252,1986,6,3,Spring,-7.0,-8.0,0.0,0,
2023-03-07,UA,5121,N595D,ATL,BOS,16,45,307,2166,1,3,Spring,8.0,6.0,0.0,0,
2023-07-23,F9,3548,N204H,DEN,ATL,20,15,306,2240,6,7,Summer,61.0,62.0,1.0,0,NAS
2023-05-11,NK,661,N619F,LAS,PHX,15,30,52,381,3,5,Spring,,,,1,
2023-01-01,AA,5938,N519C,ORD,LAS,17,0,172,1228,6,1,Winter,44.0,51.0,1.0,0,Weather
2023-02-04,DL,188,N525E,LAX,PHX,15,15,129,914,5,2,Winter,-6.0,3.0,0.0,0,
2023-09-29,DL,5634,N123E,BOS,SEA,18,15,374,2739,4,9,Fall,-1.0,4.0,0.0,0,
2023-05-16,UA,2260,N257A,CLT,LAX,12,30,133,1011,1,5,Spring,-2.0,5.0,0.0,0,
2023-05-29,F9,5436,N397E,MCO,PHX,16,45,360,2715,0,5,Spring,54.0,31.0,1.0,0,NAS
2023-09-18,UA,2604,N968A,LAX,DFW,20,0,83,672,0,9,Fall,51.0,49.0,1.0,0,Carrier
2023-11-08,WN,3517,N151G,DEN,ORD,15,45,70,440,2,11,Fall,-10.0,-16.0,0.0,0,
2023-10-14,DL,2898,N666A,MCO,ORD,14,45,259,1936,5,10,Fall,9.0,11.0,0.0,0,
2023-09-08,UA,4835,N878B,ORD,LAS,16,15,331,2527,4,9,Fall,56.0,54.0,1.0,0,Carrier
2023-03-31,UA,1760,N494C,DEN,LAS,13,0,164,1175,4,3,Spring,-11.0,-19.0,0.0,0,
2023-09-14,UA,4685,N256C,BOS,SEA,19,45,70,614,3,9,Fall,29.0,30.0,1.0,0,Carrier
2023-08-03,AS,1953,N851F,LAS,ORD,14,0,83,602,3,8,Summer,-1.0,3.0,0.0,0,
2023-02-01,DL,2596,N672H,EWR,BOS,18,30,348,2689,2,2,Winter,17.0,10.0,0.0,0,
2023-03-25,WN,3258,N710H,EWR,JFK,14,45,279,2086,5,3,Spring,-1.0,-9.0,0.0,0,
2023-11-03,AS,4736,N700E,JFK,LAX,17,30,118,856,4,11,Fall,1.0,9.0,0.0,0,
2023-04-02,WN,3768,N730C,ATL,SFO,19,45,228,1755,6,4,Spring,12.0,7.0,0.0,0,
2023-02-27,NK,1144,N904A,SEA,ORD,18,45,351,2702,0,2,Winter,5.0,7.0,0.0,0,
2023-10-15,WN,3327,N631G,MCO,SEA,16,0,166,1242,6,10,Fall,43.0,48.0,1.0,0,NAS
2023-01-18,NK,900,N718E,SFO,LAX,17,15,29,347,2,1,Winter,-11.0,-4.0,0.0,0,
2023-06-23,NK,4462,N788D,DEN,EWR,16,45,251,1903,4,6,Summer,-3.0,-9.0,0.0,0,
2023-01-08,F9,4498,N831B,SFO,SEA,19,0,305,2259,6,1,Winter,52.0,46.0,1.0,0,NAS
2023-08-09,UA,2389,N338E,BOS,PHX,18,15,206,1502,2,8,Summer,-0.0,-11.0,0.0,0,
2023-12-06,AA,4408,N531G,CLT,JFK,17,0,280,2045,2,12,Winter,41.0,36.0,1.0,0,Weather
2023-10-09,B6,5355,N363D,MIA,JFK,16,45,322,2379,0,10,Fall,-0.0,7.0,0.0,0,
2023-01-18,NK,2484,N184D,DEN,PHX,14,45,219,1615,2,1,Winter,-6.0,-2.0,0.0,0,
2023-10-29,B6,2301,N404H,ATL,LAX,21,30,309,2187,6,10,Fall,-3.0,-12.0,0.0,0,
2023-05-10,AA,5825,N213G,LAX,MIA,17,0,366,2699,2,5,Spring,20.0,22.0,1.0,0,NAS
2023-02-18,DL,1432,N983H,MIA,EWR,13,45,359,2639,5,2,Winter,,,,1,
2023-12-10,DL,4476,N844A,EWR,BOS,16,30,285,2092,6,12,Winter,49.0,44.0,1.0,0,NAS
2023-08-23,B6,4136,N962B,MCO,LAS,12,0,220,1767,2,8,Summer,7.0,16.0,1.0,0,NAS
2023-09-21,AA,5348,N774A,SFO,LAS,18,0,205,1564,3,9,Fall,48.0,63.0,1.0,0,NAS
2023-10-05,WN,2797,N483C,ORD,LAX,17,30,267,2040,3,10,Fall,9.0,13.0,0.0,0,
2023-04-08,DL,5368,N627D,LAX,DFW,15,0,240,1713,5,4,Spring,-5.0,-7.0,0.0,0,
2023-04-09,WN,546,N939B,DEN,EWR,18,0,284,2187,6,4,Spring,1.0,-0.0,0.0,0,
2023-07-18,UA,3586,N226C,MIA,BOS,17,45,81,640,1,7,Summer,51.0,43.0,1.0,0,LateAircraft
2023-03-19,B6,2880,N315G,CLT,LAX,15,0,222,1678,6,3,Spring,-7.0,1.0,0.0,0,
2023-06-06,AS,1673,N231B,DFW,ATL,21,0,46,438,1,6,Summer,-10.0,-4.0,0.0,0,
2023-01-07,F9,2414,N984E,MCO,DFW,15,15,49,287,5,1,Winter,41.0,37.0,1.0,0,Weather
2023-07-30,WN,2085,N584F,MCO,MIA,17,45,128,833,6,7,Summer,57.0,52.0,1.0,0,Weather
2023-10-08,F9,5829,N533D,SEA,SFO,20,30,49,415,6,10,Fall,64.0,51.0,1.0,0,Weather
2023-01-08,WN,836,N269A,SFO,DFW,16,30,241,1912,6,1,Winter,46.0,33.0,1.0,0,Weather
2023-10-14,UA,4110,N115C,MIA,BOS,19,0,92,683,5,10,Fall,-6.0,-21.0,0.0,0,
2023-08-24,WN,2461,N448G,LAX,MIA,14,15,245,1809,3,8,Summer,-12.0,2.0,0.0,0,
2023-03-09,WN,5932,N749B,LAS,SEA,19,30,345,2586,3,3,Spring,-7.0,-8.0,0.0,0,
2023-10-15,DL,4328,N602G,MIA,DFW,18,15,58,399,6,10,Fall,-5.0,-12.0,0.0,0,
2023-05-15,AA,5166,N189G,MIA,EWR,20,30,358,2692,0,5,Spring,-5.0,0.0,0.0,0,
2023-05-22,WN,813,N678G,DFW,SEA,17,0,336,2407,0,5,Spring,2.0,-5.0,0.0,0,
2023-07-16,AA,2176,N416C,CLT,DFW,11,0,326,2471,6,7,Summer,-4.0,-6.0,0.0,0,
2023-01-12,WN,3844,N698A,DFW,CLT,17,30,327,2367,3,1,Winter,137.0,145.0,1.0,0,Carrier
2023-02-06,WN,977,N891C,BOS,EWR,17,0,79,621,0,2,Winter,42.0,33.0,1.0,0,NAS
2023-10-10,DL,1580,N201G,LAX,BOS,17,15,332,2522,1,10,Fall,32.0,29.0,1.0,0,LateAircraft
2023-03-26,B6,314,N882D,CLT,LAS,19,45,191,1508,6,3,Spring,49.0,52.0,1.0,0,LateAircraft
2023-03-18,UA,4915,N164A,LAS,LAX,12,45,88,707,5,3,Spring,30.0,34.0,1.0,0,Carrier
2023-03-30,WN,3194,N773B,DFW,MIA,16,45,132,980,3,3,Spring,0.0,-9.0,0.0,0,
2023-02-03,NK,3091,N219G,PHX,CLT,18,30,286,2198,4,2,Winter,5.0,-1.0,0.0,0,
2023-10-25,WN,226,N830G,BOS,PHX,17,0,272,2087,2,10,Fall,40.0,46.0,1.0,0,LateAircraft
2023-11-16,DL,2533,N610D,LAX,DFW,17,0,181,1313,3,11,Fall,-8.0,-26.0,0.0,0,
2023-08-24,B6,2468,N204C,DFW,SEA,19,0,366,2732,3,8,Summer,-0.0,3.0,0.0,0,
2023-02-17,UA,4159,N735B,JFK,DFW,18,45,136,938,4,2,Winter,53.0,55.0,1.0,0,Weather
2023-01-17,F9,2280,N913E,EWR,ATL,17,30,190,1431,1,1,Winter,83.0,101.0,1.0,0,LateAircraft
2023-05-29,DL,5419,N311E,DEN,SEA,17,15,160,1199,0,5,Spring,4.0,-3.0,0.0,0,
2023-09-28,UA,5353,N531E,JFK,ATL,15,45,120,782,3,9,Fall,-11.0,-21.0,0.0,0,
2023-01-26,DL,4803,N977E,JFK,MCO,17,45,275,2041,3,1,Winter,121.0,116.0,1.0,0,Weather
2023-04-09,NK,976,N850C,BOS,LAS,21,30,89,794,6,4,Spring,-4.0,-3.0,0.0,0,
2023-12-12,DL,5884,N481C,SEA,CLT,16,45,304,2274,1,12,Winter,42.0,43.0,1.0,0,Weather
2023-05-20,WN,1706,N764G,ATL,JFK,17,30,271,2062,5,5,Spring,3.0,-8.0,0.0,0,
2023-01-22,F9,4824,N374F,JFK,EWR,13,15,125,919,6,1,Winter,-4.0,-14.0,0.0,0,
2023-08-16,WN,5890,N610F,SFO,EWR,13,0,53,384,2,8,Summer,-2.0,-9.0,0.0,0,
2023-12-20,AS,3518,N396E,DEN,CLT,17,15,123,892,2,12,Winter,2.0,-15.0,0.0,0,
2023-08-01,F9,3265,N868H,LAX,DEN,17,0,218,1673,1,8,Summer,51.0,53.0,1.0,0,NAS
2023-12-19,AA,4933,N612G,SEA,ATL,16,45,90,660,1,12,Winter,38.0,49.0,1.0,0,NAS
2023-03-15,AA,3515,N974F,ATL,MCO,19,0,261,1966,2,3,Spring,-10.0,-12.0,0.0,0,
2023-09-08,NK,1599,N966G,MCO,LAS,12,15,218,1702,4,9,Fall,-7.0,-7.0,0.0,0,
2023-07-10,B6,3139,N728B,DFW,ORD,15,15,51,306,0,7,Summer,-8.0,-9.0,0.0,0,
2023-01-28,AA,5060,N329D,EWR,JFK,19,0,234,1803,5,1,Winter,60.0,51.0,1.0,0,Weather
2023-10-23,AS,3581,N724C,DEN,LAX,17,30,127,904,0,10,Fall,-2.0,5.0,0.0,0,
2023-04-04,UA,3400,N599F,DFW,BOS,19,45,174,1334,1,4,Spring,-2.0,4.0,0.0,0,
2023-11-02,AA,1378,N312C,MCO,DEN,16,30,247,1767,3,11,Fall,64.0,71.0,1.0,0,Carrier
2023-04-04,B6,5067,N600C,SFO,CLT,13,45,37,296,1,4,Spring,4.0,-12.0,0.0,0,
2023-09-23,AA,1044,N149B,EWR,DFW,19,0,357,2653,5,9,Fall,-8.0,-3.0,0.0,0,
2023-10-08,WN,3351,N925A,SEA,LAS,17,45,304,2334,6,10,Fall,0.0,-6.0,0.0,0,
2023-01-01,DL,1440,N784G,DEN,ATL,18,30,194,1424,6,1,Winter,25.0,28.0,1.0,0,Weather
2023-03-14,AA,5187,N969D,PHX,JFK,14,0,160,1215,1,3,Spring,1.0,-7.0,0.0,0,
2023-07-31,WN,3010,N596B,LAS,CLT,17,15,227,1726,0,7,Summer,-10.0,0.0,0.0,0,
2023-10-21,DL,3162,N690G,BOS,SEA,15,15,203,1524,5,10,Fall,-7.0,-15.0,0.0,0,
2023-03-23,NK,4380,N104H,ORD,BOS,16,15,211,1564,3,3,Spring,-3.0,-18.0,0.0,0,
2023-08-09,F9,1205,N400B,SFO,CLT,15,30,57,530,2,8,Summer,-5.0,-10.0,0.0,0,
2023-06-14,AS,3879,N368E,LAS,LAX,14,30,194,1458,2,6,Summer,-3.0,0.0,0.0,0,
2023-04-06,AA,1362,N214C,LAS,MIA,16,30,162,1182,3,4,Spring,2.0,4.0,0.0,0,
2023-01-12,NK,2980,N428A,SFO,MCO,16,0,184,1386,3,1,Winter,-2.0,2.0,0.0,0,
2023-02-25,NK,5728,N671A,MIA,BOS,20,15,219,1588,5,2,Winter,74.0,73.0,1.0,0,Weather
2023-12-23,B6,3394,N414G,DEN,PHX,16,15,323,2515,5,12,Winter,-10.0,-9.0,0.0,0,
2023-07-23,F9,5863,N469D,ORD,DEN,14,30,26,248,6,7,Summer,45.0,46.0,1.0,0,Weather
2023-11-08,UA,4571,N801G,SEA,MIA,15,15,17,238,2,11,Fall,-12.0,-5.0,0.0,0,
2023-04-17,UA,638,N938H,DEN,BOS,17,15,322,2468,0,4,Spring,22.0,37.0,1.0,0,Weather
2023-02-02,F9,288,N345A,SEA,ATL,15,30,312,2371,3,2,Winter,45.0,30.0,1.0,0,Weather
2023-06-08,WN,4512,N155G,SEA,BOS,18,0,205,1521,3,6,Summer,36.0,33.0,1.0,0,Weather
2023-07-09,DL,3123,N882G,ORD,MIA,15,45,153,1120,6,7,Summer,-5.0,-13.0,0.0,0,
2023-01-02,AA,5712,N739C,BOS,LAX,16,15,130,990,0,1,Winter,21.0,12.0,0.0,0,
2023-02-21,AA,777,N593F,MIA,ATL,18,45,274,1998,1,2,Winter,21.0,14.0,0.0,0,
2023-03-22,WN,2384,N918C,DEN,EWR,13,30,102,746,2,3,Spring,-4.0,3.0,0.0,0,
2023-05-09,AA,268,N712A,CLT,MIA,17,0,340,2579,1,5,Spring,-4.0,-4.0,0.0,0,
2023-11-04,UA,2499,N285A,MCO,JFK,14,15,89,668,5,11,Fall,29.0,7.0,0.0,0,
2023-12-17,AS,1475,N647G,JFK,MCO,16,30,271,2052,6,12,Winter,1.0,9.0,0.0,0,
2023-04-03,WN,3081,N175D,MIA,BOS,17,30,136,1069,0,4,Spring,1.0,-14.0,0.0,0,
2023-05-12,AA,5053,N232C,ATL,CLT,19,15,330,2502,4,5,Spring,4.0,-8.0,0.0,0,
2023-12-22,DL,559,N447A,DEN,ATL,16,15,88,614,4,12,Winter,,,,1,
2023-01-08,NK,1118,N503C,DFW,ORD,13,30,99,756,6,1,Winter,-1.0,0.0,0.0,0,
2023-12-22,AS,5188,N597H,SFO,EWR,15,30,63,573,4,12,Winter,-0.0,3.0,0.0,0,
2023-05-29,AA,1865,N994F,MCO,MIA,17,15,212,1592,0,5,Spring,5.0,6.0,0.0,0,
2023-11-27,B6,5282,N243B,SEA,BOS,16,30,214,1605,0,11,Fall,-2.0,-5.0,0.0,0,
2023-08-06,WN,1105,N170H,ORD,JFK,17,45,145,1203,6,8,Summer,86.0,78.0,1.0,0,NAS
2023-12-13,F9,5191,N463A,DEN,BOS,18,0,305,2296,2,12,Winter,34.0,19.0,1.0,0,Weather
2023-10-17,AA,5986,N663E,EWR,ORD,13,15,338,2576,1,10,Fall,85.0,88.0,1.0,0,Weather
2023-07-21,WN,2031,N160H,MIA,SFO,17,45,260,2007,4,7,Summer,2.0,11.0,0.0,0,
2023-09-07,WN,4517,N174F,ORD,MIA,18,30,123,846,3,9,Fall,-7.0,-17.0,0.0,0,
2023-12-25,NK,2669,N952C,JFK,MIA,16,45,215,1601,0,12,Winter,49.0,57.0,1.0,0,Carrier
2023-11-29,DL,5956,N917B,LAS,BOS,15,15,235,1656,2,11,Fall,10.0,5.0,0.0,0,
2023-07-23,DL,5898,N240H,PHX,ORD,16,15,203,1427,6,7,Summer,40.0,44.0,1.0,0,LateAircraft
2023-03-22,UA,1155,N876B,DFW,SEA,16,0,373,2790,2,3,Spring,51.0,42.0,1.0,0,Carrier
